样本id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,收率
351,300,,405.0,700,15.5,38.0,15.666666666666666,80.0,17.0,100,18.0,103,0.2,19.0,103.0,20.0,103.0,0.2,300,0.5,50.0,9.0,5.0,1.0,70.0,1.5,75,0.5,370.0,3.5,3.5,1.0,12.5,50,16.0,38.0,1.5,1.5,,800.0,0.15,400,0.902
448,300,,405.0,700,8.0,30.0,,,9.0,100,10.0,101,0.2,11.0,103.0,12.0,105.0,0.2,200,0.5,50.0,9.0,5.0,12.5,70.0,13.5,77,0.5,300.0,3.5,3.5,1.5,15.5,60,19.0,36.0,1.5,1.5,,800.0,0.15,400,0.902
1350,300,,405.0,700,6.0,27.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.943
1042,200,,270.0,470,20.5,33.0,,,22.5,100,23.5,102,0.2,0.5,103.0,1.5,105.0,0.2,300,0.5,30.0,9.0,5.0,2.5,70.0,3.0,76,1.0,190.0,3.5,3.5,1.5,9.5,65,11.5,45.0,2.0,,,400.0,0.15,280,0.9470000000000001
1873,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9590000000000001
1420,300,,405.0,700,14.5,21.0,,,15.5,100,16.5,102,0.2,17.5,103.0,18.5,104.0,0.2,300,0.5,35.0,9.0,5.0,20.5,70.0,21.0,79,1.5,310.0,3.5,3.5,1.0,7.0,60,12.0,40.0,1.0,1.5,,800.0,0.15,420,0.9229999999999999
1150,300,,405.0,700,1.0,29.0,,,3.0,102,4.0,103,0.2,5.0,104.0,6.0,105.0,0.2,200,1.0,50.0,9.0,5.0,7.0,78.0,8.0,73,1.0,320.0,3.5,3.5,1.0,10.0,80,12.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9590000000000001
1867,300,,405.0,700,14.0,30.0,,,16.0,101,17.0,102,0.2,18.0,104.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9590000000000001
755,300,,405.0,700,22.0,26.0,,,0.0,100,1.0,103,0.2,2.0,105.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,80.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,2.0,,,1200.0,0.15,460,0.985
139,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
452,300,,405.0,700,19.0,36.0,,,20.0,100,21.0,103,0.2,22.0,103.0,23.0,105.0,0.2,200,0.5,50.0,9.0,5.0,23.5,70.0,0.0,77,1.0,300.0,3.5,3.5,1.5,2.5,60,8.0,40.0,1.5,1.5,,800.0,0.15,390,0.89
1195,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,79,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
700,300,,405.0,700,19.0,29.0,,,21.0,101,22.0,103,0.2,23.0,105.0,0.0,107.0,0.2,200,1.0,50.0,9.0,5.0,1.0,80.0,2.0,73,1.0,320.0,3.5,3.5,1.0,4.0,79,6.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
1158,300,,405.0,700,18.0,29.0,,,20.0,102,21.0,103,0.2,22.0,104.0,23.0,105.0,0.2,200,1.0,50.0,9.0,5.0,0.0,78.0,1.0,73,1.0,320.0,3.5,3.5,1.0,3.0,80,5.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9129999999999999
1701,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.8909999999999999
831,300,,405.0,700,14.0,28.0,,,16.0,102,17.0,104,0.2,18.0,105.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,440,0.93
1103,300,,405.0,700,9.0,29.0,,,11.0,101,12.0,103,0.2,13.0,104.0,14.0,105.0,0.2,200,1.0,50.0,9.0,5.0,15.0,80.0,17.0,73,1.0,320.0,3.5,3.5,1.0,18.0,80,21.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
951,300,,405.0,700,2.0,23.0,,,3.0,100,4.0,105,0.2,5.0,106.0,6.0,108.0,0.2,200,0.5,50.0,9.0,5.0,7.0,70.0,7.5,80,1.0,300.0,3.5,3.5,1.0,10.0,64,12.0,45.0,1.5,1.0,,800.0,0.15,420,0.935
1020,300,,405.0,700,17.0,21.0,,,23.5,100,19.5,102,0.2,20.5,104.0,21.5,105.0,0.2,200,0.5,50.0,10.0,5.0,23.0,70.0,23.5,77,1.5,300.0,3.5,3.5,1.5,5.0,60,8.0,37.0,1.5,1.5,,800.0,0.15,400,0.902
1572,300,,405.0,700,4.5,38.0,,,6.0,100,7.0,101,0.2,8.0,103.0,9.0,101.0,0.2,200,0.5,50.0,10.0,5.0,10.5,70.0,11.0,77,1.0,300.0,3.5,3.5,1.0,18.0,65,20.5,45.0,1.5,1.5,,800.0,0.15,420,0.935
397,300,,405.0,700,22.0,23.0,,,23.0,100,0.0,103,0.2,1.0,105.0,2.0,107.0,0.2,300,0.5,50.0,9.0,5.0,3.0,70.0,3.5,77,1.0,320.0,3.5,3.5,1.0,6.0,68,8.0,47.0,1.1666666666666667,0.8333333333333334,,900.0,0.15,400,0.902
1911,300,,405.0,700,6.0,30.0,,,8.0,102,9.0,104,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,78.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
1571,300,,405.0,700,22.0,35.0,,,23.5,100,0.5,102,0.2,1.5,103.0,2.5,105.0,0.2,200,0.5,50.0,9.0,5.0,4.0,70.0,4.5,78,0.5,300.0,3.5,3.5,1.5,10.0,65,13.0,39.0,1.5,1.0,,800.0,0.15,420,0.935
1178,300,,405.0,700,23.0,29.0,,,0.0,102,1.0,103,0.2,2.0,104.0,3.0,106.0,0.2,200,1.0,50.0,9.0,5.0,4.0,79.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.983
1771,300,,405.0,700,22.0,30.0,,,0.0,101,1.0,103,0.2,2.0,105.0,3.0,107.0,0.2,200,1.0,50.0,9.0,5.0,4.0,70.0,5.0,80,1.0,320.0,3.5,3.5,1.0,7.0,72,9.0,45.0,1.5,1.5,1.5,1200.0,0.15,400,0.925
1254,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
1969,300,,405.0,700,21.0,30.0,,,23.0,102,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,4.0,,,1200.0,0.15,420,0.888
22,300,,405.0,700,17.0,24.0,,,18.5,100,19.5,102,0.2,20.5,101.0,21.5,104.0,0.2,300,0.5,50.0,10.0,5.0,1.0,70.0,1.5,78,1.0,300.0,3.5,3.5,1.0,13.0,60,16.0,40.0,1.5,1.5,,800.0,0.15,400,0.879
1306,300,,405.0,700,14.0,27.0,,,16.0,102,17.0,104,0.2,18.0,105.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,460,0.985
767,300,,405.0,700,14.0,30.0,,,16.0,103,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,3.5,,,1200.0,0.15,460,0.973
393,300,,405.0,700,14.0,23.0,,,15.0,100,16.0,103,0.2,17.0,106.0,18.0,108.0,0.2,300,0.5,50.0,10.0,5.0,19.0,70.0,19.5,74,1.0,330.0,3.5,3.5,1.0,22.0,68,0.0,47.0,1.1666666666666667,1.1666666666666667,,900.0,0.15,400,0.8909999999999999
251,300,,405.0,700,14.0,30.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,460,0.973
1268,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
1491,300,,405.0,700,2.5,38.0,2.75,80.0,4.5,100,5.5,102,0.2,6.5,103.0,7.5,103.0,0.2,300,0.5,50.0,9.0,5.0,12.0,70.0,12.5,75,0.5,360.0,3.5,3.5,1.0,21.0,65,23.5,45.0,1.5,1.5,,800.0,0.15,385,0.879
1060,300,,405.0,700,1.0,23.0,,,2.5,100,3.5,101,0.2,4.5,103.0,5.5,105.0,0.2,300,0.5,50.0,9.0,5.0,7.0,70.0,7.5,78,1.0,340.0,3.5,3.5,1.5,16.5,65,19.0,50.0,2.0,2.0,,800.0,0.15,420,0.9420000000000001
672,300,,405.0,700,14.0,28.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
1967,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,104,0.2,10.0,105.0,11.0,106.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.93
1505,300,,405.0,700,19.0,38.0,19.5,80.0,20.5,100,21.5,102,0.2,22.5,104.0,23.5,102.0,0.2,300,0.5,50.0,9.0,5.0,3.5,70.0,4.0,75,0.5,330.0,3.5,3.5,1.5,13.0,50,16.0,28.0,1.5,1.5,,800.0,0.15,385,0.879
1369,300,,405.0,700,21.0,30.0,,,23.0,102,0.0,104,0.2,1.0,105.0,2.0,106.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,4.0,,,1200.0,0.15,440,0.93
1134,300,,405.0,700,18.0,29.0,,,20.0,101,21.0,103,0.2,22.0,104.0,23.0,105.0,0.2,200,1.0,50.0,9.0,5.0,0.0,80.0,1.0,73,1.0,320.0,3.5,3.5,1.0,3.0,80,5.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9129999999999999
870,300,,405.0,700,13.5,37.0,13.666666666666666,80.0,15.333333333333334,100,16.333333333333332,102,0.2,17.333333333333332,104.0,18.333333333333332,103.0,0.2,300,0.5,50.0,9.0,5.0,21.5,70.0,22.0,75,0.5,300.0,3.5,3.5,2.0,7.5,65,10.0,45.0,1.5,1.5,,800.0,0.15,400,0.902
605,300,,405.0,700,13.5,23.0,,,15.0,100,16.0,102,0.2,17.0,103.0,18.0,104.0,0.2,200,1.0,50.0,9.0,5.0,19.0,90.0,19.5,77,1.0,330.0,3.5,3.5,1.0,21.5,65,22.5,45.0,1.0,1.0,,800.0,0.15,400,0.902
1376,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.93
1343,300,,405.0,700,21.0,30.0,,,23.0,102,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,4.0,,,1200.0,0.15,440,0.93
628,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,79.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
903,300,,405.0,700,17.0,39.0,17.25,80.0,19.0,100,20.0,104,0.2,21.0,103.0,22.0,104.0,0.2,300,0.5,50.0,9.0,5.0,2.0,70.0,2.5,75,0.5,370.0,3.5,3.5,2.0,13.5,65,17.0,45.0,1.5,1.5,,800.0,0.15,400,0.8909999999999999
857,300,125.0,,980,8.5,24.0,,,10.0,100,11.0,102,0.2,12.0,102.0,13.0,102.0,0.2,300,0.5,,10.0,4.0,16.0,70.0,16.5,78,1.0,320.0,3.5,3.5,1.0,1.5,60,4.0,40.0,1.5,1.5,,800.0,0.15,390,0.879
1196,300,,405.0,700,22.0,30.0,,,0.0,102,1.0,103,0.2,2.0,105.0,3.0,106.0,0.2,200,1.0,50.0,9.0,5.0,4.0,78.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.983
1263,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9129999999999999
701,300,,405.0,700,3.0,30.0,,,5.0,101,6.0,103,0.2,7.0,104.0,8.0,106.0,0.2,200,1.0,50.0,9.0,5.0,9.0,78.0,10.0,73,1.0,320.0,3.5,3.5,1.0,12.0,80,14.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9790000000000001
1465,300,,405.0,700,22.0,21.0,,,23.0,100,0.0,102,0.2,1.0,103.0,2.0,104.0,0.2,300,0.5,50.0,9.0,5.0,2.5,70.0,3.0,75,1.0,350.0,3.5,3.5,2.0,15.0,65,17.0,45.0,1.5,1.5,,800.0,0.15,385,0.879
1563,300,,405.0,700,12.5,39.0,12.666666666666666,80.0,14.166666666666666,100,15.166666666666666,102,0.2,16.166666666666668,104.0,17.166666666666668,103.0,0.2,300,0.5,50.0,9.0,5.0,20.5,75.0,21.0,75,0.5,350.0,3.5,3.5,1.0,8.0,65,12.0,28.0,1.5,1.5,,800.0,0.15,400,0.902
710,300,,405.0,700,22.0,30.0,,,0.0,102,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,78.0,5.0,76,1.0,320.0,3.5,3.5,1.0,7.0,78,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.983
1957,300,,405.0,700,21.0,29.0,,,23.0,102,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,3.0,,,1200.0,0.15,440,0.93
322,300,,405.0,700,2.0,21.0,2.5,73.0,4.0,100,5.0,102,0.2,6.0,103.0,7.0,104.0,0.2,300,0.5,50.0,9.0,5.0,12.0,70.0,12.5,75,0.5,300.0,3.5,3.5,2.0,20.5,60,2.5,45.0,2.0,2.0,,800.0,0.15,400,0.902
1603,200,,270.0,470,14.0,25.0,,,15.5,100,16.5,102,0.2,17.5,103.0,18.5,103.0,0.2,300,0.5,30.0,9.0,5.0,19.5,70.0,20.0,78,1.0,200.0,3.5,3.5,1.0,3.0,65,6.0,45.0,2.0,,,400.0,0.15,280,0.9470000000000001
1787,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9470000000000001
1180,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,78,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9470000000000001
1707,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,103,0.2,10.0,105.0,11.0,107.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
625,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
1731,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,79.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,78,1.0,45.0,1.5,1.5,1.5,1200.0,0.15,400,0.925
126,300,,405.0,700,22.0,18.0,,,0.0,101,1.0,103,0.2,2.0,106.0,3.0,108.0,0.2,200,1.0,50.0,9.0,5.0,4.5,72.0,5.0,80,1.0,380.0,3.5,3.5,1.0,7.0,77,9.0,45.0,1.5,1.5,,800.0,0.15,400,0.8909999999999999
1012,300,,405.0,700,12.0,21.0,,,13.5,100,14.5,102,0.2,15.5,103.0,16.5,105.0,0.2,200,0.5,50.0,9.0,5.0,18.0,70.0,18.5,78,1.0,290.0,3.5,3.5,1.5,22.0,60,1.0,40.0,1.5,1.5,,800.0,0.15,400,0.9129999999999999
1091,300,,405.0,700,21.0,26.0,,,22.5,100,23.5,103,0.2,0.5,105.0,1.5,104.0,0.2,300,0.5,50.0,10.0,5.0,5.0,70.0,5.5,78,1.0,350.0,3.5,3.5,1.5,13.5,65,17.0,45.0,1.5,1.5,,800.0,0.15,420,0.935
781,300,,405.0,700,21.0,27.0,,,23.0,102,0.0,104,0.2,1.0,105.0,2.0,106.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,4.0,,,1200.0,0.15,440,0.93
606,300,,405.0,700,22.0,18.0,,,23.5,100,0.5,101,0.2,2.5,103.0,3.5,106.0,0.2,200,1.0,50.0,9.0,5.0,3.75,78.0,4.75,70,1.0,380.0,3.5,3.5,1.25,7.0,80,9.0,45.0,1.0,1.0,1.0,1200.0,0.15,400,0.8909999999999999
1972,300,,405.0,700,21.0,30.0,,,23.0,102,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,1.0,1.0,1.5,1200.0,0.15,420,0.882
1203,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,102,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,78.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9470000000000001
1661,300,,405.0,700,22.0,30.0,,,0.0,101,1.0,102,0.2,2.0,104.0,3.0,106.0,0.2,200,1.0,50.0,8.0,5.0,4.0,80.0,5.0,72,1.0,320.0,3.5,3.5,1.0,7.0,78,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.935
416,300,,405.0,700,10.5,30.0,,,11.5,100,12.5,101,0.2,13.5,103.0,14.5,103.0,0.2,100,0.5,50.0,10.0,5.0,15.0,80.0,15.5,78,1.0,280.0,3.5,3.5,1.0,17.5,60,19.5,45.0,1.5,1.0,,800.0,0.15,400,0.902
101,300,,405.0,700,4.0,29.0,,,6.0,101,7.0,102,0.2,8.0,103.0,9.0,106.0,0.2,200,1.0,50.0,9.0,5.0,10.0,79.0,11.0,72,1.0,,,,1.0,13.0,78,5.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9129999999999999
1271,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9129999999999999
1569,300,,405.0,700,23.0,21.0,23.5,73.0,1.0,100,2.0,102,0.2,3.0,103.0,4.0,104.0,0.2,300,0.5,50.0,9.0,5.0,13.0,70.0,14.0,75,0.5,330.0,3.5,3.5,2.0,17.0,50,22.0,45.0,1.5,1.5,,800.0,0.15,400,0.902
742,300,,405.0,700,14.0,28.0,,,16.0,102,17.0,104,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,460,0.998
335,300,,405.0,700,6.0,42.0,6.416666666666667,80.0,8.083333333333334,100,9.083333333333334,103,0.2,10.083333333333334,102.0,11.083333333333334,104.0,0.2,300,0.5,50.0,9.0,5.0,15.5,70.0,16.0,75,0.5,330.0,3.5,3.5,2.0,2.0,65,8.0,26.0,1.5,1.5,,800.0,0.15,400,0.8909999999999999
1733,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.5,1200.0,0.15,420,0.983
1666,300,,405.0,700,14.0,30.0,,,16.0,101,17.0,103,0.2,18.0,106.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9129999999999999
835,300,,405.0,700,21.0,28.0,,,23.0,102,23.0,103,0.2,0.0,104.0,1.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,4.0,,,1200.0,0.15,440,0.93
834,300,,405.0,700,14.0,30.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,440,0.943
1245,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,78.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
1845,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,105,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,79.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,79,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.983
940,300,,405.0,700,2.5,43.0,2.6666666666666665,80.0,4.0,100,5.0,102,0.2,6.0,103.0,7.0,103.0,0.2,300,0.5,50.0,9.0,5.0,12.5,70.0,13.0,75,0.5,370.0,3.5,3.5,1.5,21.5,40,1.0,20.0,1.5,1.5,,800.0,0.15,440,0.9670000000000001
1334,300,,405.0,700,21.0,30.0,,,23.0,102,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,4.0,,,1200.0,0.15,440,0.93
1755,300,,405.0,700,14.0,30.0,,,16.0,100,17.0,103,0.2,18.0,105.0,19.0,107.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,72,1.0,320.0,3.5,3.5,1.0,7.0,78,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.971
1877,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
1270,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.983
1449,300,,405.0,700,3.5,24.0,,,4.5,100,5.5,102,0.2,6.5,103.0,7.5,103.0,0.2,300,0.5,45.0,9.0,5.0,12.5,70.0,13.0,78,1.0,310.0,3.5,3.5,1.5,21.5,65,1.0,40.0,1.5,1.5,,800.0,0.15,400,0.879
1441,300,,405.0,700,0.0,21.0,,,1.0,100,2.0,101,0.2,3.0,102.0,4.0,105.0,0.2,300,0.5,50.0,10.0,5.0,6.5,70.0,7.0,78,1.0,310.0,3.5,3.5,1.0,17.0,60,21.0,40.0,1.5,1.5,,800.0,0.15,400,0.879
641,300,,405.0,700,6.0,30.0,,,8.0,101,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
105,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,72,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9229999999999999
816,300,,405.0,700,14.0,30.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,440,0.943
